"age","ageGroup","area","laborForce","employment","industry","barrier","empType","homeBased","informal","sequence","weight"
37,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.638759
30,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.638759
28,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.638759
31,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.638759
32,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.638759
31,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.638759
53,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.638759
27,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.638759
27,"25-64","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.638759
16,"15-24","Rural","Labor force","employed","Community, Social and Personal Services",NA,"Paid","not home based","formal","Rural-Labor force-employed-Community, Social and Personal Services-Paid-not home based-formal",0.638759
63,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.273695
19,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.273695
37,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.273695
32,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.273695
34,"25-64","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.273695
60,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.273695
40,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.273695
20,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.273695
38,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.273695
20,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.273695
32,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.273695
53,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.273695
49,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.273695
31,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.273695
43,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.273695
16,"15-24","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.273695
17,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.273695
38,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.273695
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.273695
15,"15-24","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.273695
43,"25-64","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.251117
15,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.251117
35,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.251117
16,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.251117
36,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.251117
34,"25-64","Rural","Not in labor force",NA,NA,"Employers' lack of flexibility",NA,NA,NA,"Rural-Not in labor force-Employers' lack of flexibility",0.251117
15,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.251117
34,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.251117
37,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.251117
53,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.251117
30,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.251117
37,"25-64","Rural","Labor force","employed","Others",NA,"Paid","not home based","informal","Rural-Labor force-employed-Others-Paid-not home based-informal",0.251117
57,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.251117
35,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.251117
32,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.251117
48,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.223653
42,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.223653
28,"25-64","Urban","Not in labor force",NA,NA,"Inadequate Promotion Opportunities",NA,NA,NA,"Urban-Not in labor force-Inadequate Promotion Opportunities",0.223653
20,"15-24","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.223653
22,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.223653
34,"25-64","Urban","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Urban-Not in labor force-Lack of qualifications/ experience",0.223653
31,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.223653
30,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.223653
32,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.223653
50,"25-64","Urban","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Urban-Not in labor force-Male Colleagues",0.223653
38,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.223653
38,"25-64","Urban","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Urban-Not in labor force-Male Colleagues",0.223653
20,"15-24","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.223653
33,"25-64","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.223653
16,"15-24","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.223653
45,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.223653
32,"25-64","Urban","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Urban-Not in labor force-Lack of qualifications/ experience",0.223653
18,"15-24","Urban","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Urban-Not in labor force-Lack of qualifications/ experience",0.223653
25,"25-64","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.384002
55,"25-64","Urban","Not in labor force",NA,NA,"Inadequate Promotion Opportunities",NA,NA,NA,"Urban-Not in labor force-Inadequate Promotion Opportunities",0.384002
29,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",0.384002
30,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.384002
53,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",0.384002
33,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.384002
16,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.384002
20,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.384002
40,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.384002
28,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.384002
30,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.384002
15,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.384002
64,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.384002
55,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.384002
40,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.384002
39,"25-64","Urban","Labor force","employed","Others",NA,"Paid","not home based","formal","Urban-Labor force-employed-Others-Paid-not home based-formal",0.384002
45,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.594107
47,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.594107
24,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.594107
20,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.594107
47,"25-64","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.594107
34,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.594107
31,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.594107
48,"25-64","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.594107
31,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.594107
48,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.594107
22,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.594107
20,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.594107
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.594107
41,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.594107
20,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.594107
30,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.594107
32,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.594107
29,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.594107
36,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.594107
42,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.556131
59,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.556131
25,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.556131
31,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.556131
31,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.556131
33,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.556131
35,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.556131
30,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.556131
30,"25-64","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.556131
42,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.556131
38,"25-64","Rural","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Rural-Not in labor force-Lack of appropriate job opportunities",0.556131
28,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.556131
17,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.556131
28,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.556131
15,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.556131
36,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",0.556131
18,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.556131
31,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.556131
25,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.757039
33,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.757039
25,"25-64","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.757039
19,"15-24","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.757039
43,"25-64","Urban","Not in labor force",NA,NA,"Employers' lack of flexibility",NA,NA,NA,"Urban-Not in labor force-Employers' lack of flexibility",0.757039
47,"25-64","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.757039
57,"25-64","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.757039
38,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.757039
47,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.757039
28,"25-64","Urban","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Urban-Not in labor force-Male Colleagues",0.757039
39,"25-64","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.757039
34,"25-64","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.757039
